Freq [GHz],g1(mm),w1(mm),Dielectric Constant,"S(1,1) in dB"
23,1.8,1.2,4.4,-9.130778003
23.1,1.8,1.2,4.4,-10.35524112
23.2,1.8,1.2,4.4,-11.77459921
23.3,1.8,1.2,4.4,-13.38448781
23.4,1.8,1.2,4.4,-15.10384697
23.5,1.8,1.2,4.4,-16.65871338
23.6,1.8,1.2,4.4,-17.51169307
23.7,1.8,1.2,4.4,-17.27415452
23.8,1.8,1.2,4.4,-16.2465034
23.9,1.8,1.2,4.4,-14.98091834
24,1.8,1.2,4.4,-13.78615698
24.1,1.8,1.2,4.4,-12.75960009
24.2,1.8,1.2,4.4,-11.91099859
24.3,1.8,1.2,4.4,-11.22341794
24.4,1.8,1.2,4.4,-10.67492916
24.5,1.8,1.2,4.4,-10.24530605
24.6,1.8,1.2,4.4,-9.917666447
24.7,1.8,1.2,4.4,-9.678518259
24.8,1.8,1.2,4.4,-9.517369932
24.9,1.8,1.2,4.4,-9.4262846
25,1.8,1.2,4.4,-9.399492878
25.1,1.8,1.2,4.4,-9.433090896
25.2,1.8,1.2,4.4,-9.524822414
25.3,1.8,1.2,4.4,-9.673937252
25.4,1.8,1.2,4.4,-9.881119071
25.5,1.8,1.2,4.4,-10.14847901
25.6,1.8,1.2,4.4,-10.47961663
25.7,1.8,1.2,4.4,-10.87975589
25.8,1.8,1.2,4.4,-11.35597279
25.9,1.8,1.2,4.4,-11.91754363
26,1.8,1.2,4.4,-12.57646163
26.1,1.8,1.2,4.4,-13.348197
26.2,1.8,1.2,4.4,-14.25281117
26.3,1.8,1.2,4.4,-15.31656534
26.4,1.8,1.2,4.4,-16.57409917
26.5,1.8,1.2,4.4,-18.07069224
26.6,1.8,1.2,4.4,-19.8611942
26.7,1.8,1.2,4.4,-21.98819517
26.8,1.8,1.2,4.4,-24.36017472
26.9,1.8,1.2,4.4,-26.30841948
27,1.8,1.2,4.4,-26.39535212
27.1,1.8,1.2,4.4,-24.67343308
27.2,1.8,1.2,4.4,-22.57552881
27.3,1.8,1.2,4.4,-20.72981015
27.4,1.8,1.2,4.4,-19.21472802
27.5,1.8,1.2,4.4,-17.98481374
27.6,1.8,1.2,4.4,-16.9845804
27.7,1.8,1.2,4.4,-16.16855684
27.8,1.8,1.2,4.4,-15.50199334
27.9,1.8,1.2,4.4,-14.95851645
28,1.8,1.2,4.4,-14.51790833
28.1,1.8,1.2,4.4,-14.16445245
28.2,1.8,1.2,4.4,-13.88576473
28.3,1.8,1.2,4.4,-13.67197093
28.4,1.8,1.2,4.4,-13.5151199
28.5,1.8,1.2,4.4,-13.40875586
28.6,1.8,1.2,4.4,-13.34759868
28.7,1.8,1.2,4.4,-13.32729745
28.8,1.8,1.2,4.4,-13.34423371
28.9,1.8,1.2,4.4,-13.39535727
29,1.8,1.2,4.4,-13.47804154
29.1,1.8,1.2,4.4,-13.58994741
29.2,1.8,1.2,4.4,-13.72888593
29.3,1.8,1.2,4.4,-13.89266989
29.4,1.8,1.2,4.4,-14.07894447
29.5,1.8,1.2,4.4,-14.28498653
29.6,1.8,1.2,4.4,-14.50746355
29.7,1.8,1.2,4.4,-14.74214614
29.8,1.8,1.2,4.4,-14.98357751
29.9,1.8,1.2,4.4,-15.22472102
30,1.8,1.2,4.4,-15.45663895
30.1,1.8,1.2,4.4,-15.66830245
30.2,1.8,1.2,4.4,-15.84668743
30.3,1.8,1.2,4.4,-15.97734633
30.4,1.8,1.2,4.4,-16.04560896
30.5,1.8,1.2,4.4,-16.03840071
30.6,1.8,1.2,4.4,-15.94637182
30.7,1.8,1.2,4.4,-15.76573682
30.8,1.8,1.2,4.4,-15.49915693
30.9,1.8,1.2,4.4,-15.155305
31,1.8,1.2,4.4,-14.74729059
31.1,1.8,1.2,4.4,-14.29054407
31.2,1.8,1.2,4.4,-13.80082188
31.3,1.8,1.2,4.4,-13.29275466
31.4,1.8,1.2,4.4,-12.77904333
31.5,1.8,1.2,4.4,-12.27019167
31.6,1.8,1.2,4.4,-11.77458704
31.7,1.8,1.2,4.4,-11.29875761
31.8,1.8,1.2,4.4,-10.84768709
31.9,1.8,1.2,4.4,-10.42511931
32,1.8,1.2,4.4,-10.03382258
32.1,1.8,1.2,4.4,-9.675806194
32.2,1.8,1.2,4.4,-9.35249285
32.3,1.8,1.2,4.4,-9.064855466
32.4,1.8,1.2,4.4,-8.813527576
32.5,1.8,1.2,4.4,-8.598895731
32.6,1.8,1.2,4.4,-8.421180638
32.7,1.8,1.2,4.4,-8.280512145
32.8,1.8,1.2,4.4,-8.177001769
32.9,1.8,1.2,4.4,-8.110815394
33,1.8,1.2,4.4,-8.082248117
33.1,1.8,1.2,4.4,-8.091802995
33.2,1.8,1.2,4.4,-8.140275536
33.3,1.8,1.2,4.4,-8.228846329
33.4,1.8,1.2,4.4,-8.359184982
33.5,1.8,1.2,4.4,-8.533569781
33.6,1.8,1.2,4.4,-8.755029162
33.7,1.8,1.2,4.4,-9.027513338
33.8,1.8,1.2,4.4,-9.356107585
33.9,1.8,1.2,4.4,-9.747302933
34,1.8,1.2,4.4,-10.20934562
34.1,1.8,1.2,4.4,-10.75269315
34.2,1.8,1.2,4.4,-11.39060949
34.3,1.8,1.2,4.4,-12.13992304
34.4,1.8,1.2,4.4,-13.02191025
34.5,1.8,1.2,4.4,-14.06301955
34.6,1.8,1.2,4.4,-15.29424993
34.7,1.8,1.2,4.4,-16.74480437
34.8,1.8,1.2,4.4,-18.41460393
34.9,1.8,1.2,4.4,-20.17835714
35,1.8,1.2,4.4,-21.55649188
35.1,1.8,1.2,4.4,-21.70788679
35.2,1.8,1.2,4.4,-20.48128784
35.3,1.8,1.2,4.4,-18.67880845
35.4,1.8,1.2,4.4,-16.90127382
35.5,1.8,1.2,4.4,-15.33616692
35.6,1.8,1.2,4.4,-14.00181963
35.7,1.8,1.2,4.4,-12.87251233
35.8,1.8,1.2,4.4,-11.91647712
35.9,1.8,1.2,4.4,-11.10528623
36,1.8,1.2,4.4,-10.41531843
36.1,1.8,1.2,4.4,-9.827275123
36.2,1.8,1.2,4.4,-9.325375478
36.3,1.8,1.2,4.4,-8.896635481
36.4,1.8,1.2,4.4,-8.530298043
36.5,1.8,1.2,4.4,-8.217396453
36.6,1.8,1.2,4.4,-7.950419819
36.7,1.8,1.2,4.4,-7.72305342
36.8,1.8,1.2,4.4,-7.529973928
36.9,1.8,1.2,4.4,-7.366685411
37,1.8,1.2,4.4,-7.22938629
37.1,1.8,1.2,4.4,-7.114860369
37.2,1.8,1.2,4.4,-7.020386959
37.3,1.8,1.2,4.4,-6.943666401
37.4,1.8,1.2,4.4,-6.882758205
37.5,1.8,1.2,4.4,-6.836029592
37.6,1.8,1.2,4.4,-6.80211269
37.7,1.8,1.2,4.4,-6.779868969
37.8,1.8,1.2,4.4,-6.768359748
37.9,1.8,1.2,4.4,-6.766821805
38,1.8,1.2,4.4,-6.77464732
38.1,1.8,1.2,4.4,-6.791367466
38.2,1.8,1.2,4.4,-6.816639118
38.3,1.8,1.2,4.4,-6.850234209
38.4,1.8,1.2,4.4,-6.892031368
38.5,1.8,1.2,4.4,-6.94200951
38.6,1.8,1.2,4.4,-7.000243101
38.7,1.8,1.2,4.4,-7.066898889
38.8,1.8,1.2,4.4,-7.142233882
38.9,1.8,1.2,4.4,-7.226594405
39,1.8,1.2,4.4,-7.320416091
39.1,1.8,1.2,4.4,-7.424224643
39.2,1.8,1.2,4.4,-7.538637251
39.3,1.8,1.2,4.4,-7.664364531
39.4,1.8,1.2,4.4,-7.802212873
39.5,1.8,1.2,4.4,-7.953087088
39.6,1.8,1.2,4.4,-8.117993264
39.7,1.8,1.2,4.4,-8.298041761
39.8,1.8,1.2,4.4,-8.494450309
39.9,1.8,1.2,4.4,-8.708547219
40,1.8,1.2,4.4,-8.941774804
40.1,1.8,1.2,4.4,-9.195693165
40.2,1.8,1.2,4.4,-9.47198466
40.3,1.8,1.2,4.4,-9.772459467
40.4,1.8,1.2,4.4,-10.09906286
40.5,1.8,1.2,4.4,-10.45388499
40.6,1.8,1.2,4.4,-10.83917404
40.7,1.8,1.2,4.4,-11.25735393
40.8,1.8,1.2,4.4,-11.71104759
40.9,1.8,1.2,4.4,-12.20310661
41,1.8,1.2,4.4,-12.73664758
41.1,1.8,1.2,4.4,-13.31509369
41.2,1.8,1.2,4.4,-13.942217
41.3,1.8,1.2,4.4,-14.62217038
41.4,1.8,1.2,4.4,-15.35948483
41.5,1.8,1.2,4.4,-16.15898174
41.6,1.8,1.2,4.4,-17.02549667
41.7,1.8,1.2,4.4,-17.96320477
41.8,1.8,1.2,4.4,-18.97412728
41.9,1.8,1.2,4.4,-20.05500105
42,1.8,1.2,4.4,-21.19104554
42.1,1.8,1.2,4.4,-22.34455971
42.2,1.8,1.2,4.4,-23.43768122
42.3,1.8,1.2,4.4,-24.33807771
42.4,1.8,1.2,4.4,-24.87833686
42.5,1.8,1.2,4.4,-24.94002264
42.6,1.8,1.2,4.4,-24.54489135
42.7,1.8,1.2,4.4,-23.83569893
42.8,1.8,1.2,4.4,-22.97401071
42.9,1.8,1.2,4.4,-22.07467949
43,1.8,1.2,4.4,-21.20066927
43.1,1.8,1.2,4.4,-20.3802614
43.2,1.8,1.2,4.4,-19.62285748
43.3,1.8,1.2,4.4,-18.9286874
43.4,1.8,1.2,4.4,-18.29395992
43.5,1.8,1.2,4.4,-17.71341274
43.6,1.8,1.2,4.4,-17.18151663
43.7,1.8,1.2,4.4,-16.69301111
43.8,1.8,1.2,4.4,-16.24311591
43.9,1.8,1.2,4.4,-15.82758918
44,1.8,1.2,4.4,-15.4427164
44.1,1.8,1.2,4.4,-15.0852711
44.2,1.8,1.2,4.4,-14.75246737
44.3,1.8,1.2,4.4,-14.44191312
44.4,1.8,1.2,4.4,-14.15156837
44.5,1.8,1.2,4.4,-13.87971004
44.6,1.8,1.2,4.4,-13.62490347
44.7,1.8,1.2,4.4,-13.38598065
44.8,1.8,1.2,4.4,-13.16202472
44.9,1.8,1.2,4.4,-12.95236038
45,1.8,1.2,4.4,-12.75654985
45.1,1.8,1.2,4.4,-12.57439411
45.2,1.8,1.2,4.4,-12.40593924
45.3,1.8,1.2,4.4,-12.25148737
45.4,1.8,1.2,4.4,-12.11161211
45.5,1.8,1.2,4.4,-11.98717773
45.6,1.8,1.2,4.4,-11.87936111
45.7,1.8,1.2,4.4,-11.78967503
45.8,1.8,1.2,4.4,-11.71999038
45.9,1.8,1.2,4.4,-11.6725535
46,1.8,1.2,4.4,-11.64999346
46.1,1.8,1.2,4.4,-11.65531154
46.2,1.8,1.2,4.4,-11.69184204
46.3,1.8,1.2,4.4,-11.76317015
46.4,1.8,1.2,4.4,-11.87298707
46.5,1.8,1.2,4.4,-12.02485676
46.6,1.8,1.2,4.4,-12.2218606
46.7,1.8,1.2,4.4,-12.466076
46.8,1.8,1.2,4.4,-12.75783371
46.9,1.8,1.2,4.4,-13.09469016
47,1.8,1.2,4.4,-13.47006116
47.1,1.8,1.2,4.4,-13.87153048
47.2,1.8,1.2,4.4,-14.27904678
47.3,1.8,1.2,4.4,-14.66365372
47.4,1.8,1.2,4.4,-14.98805441
47.5,1.8,1.2,4.4,-15.21075407
47.6,1.8,1.2,4.4,-15.29463745
47.7,1.8,1.2,4.4,-15.21775683
47.8,1.8,1.2,4.4,-14.98068878
47.9,1.8,1.2,4.4,-14.60554753
48,1.8,1.2,4.4,-14.12747705
48.1,1.8,1.2,4.4,-13.58426798
48.2,1.8,1.2,4.4,-13.00906405
48.3,1.8,1.2,4.4,-12.42740786
48.4,1.8,1.2,4.4,-11.85733512
48.5,1.8,1.2,4.4,-11.31081407
48.6,1.8,1.2,4.4,-10.79541484
48.7,1.8,1.2,4.4,-10.31571931
48.8,1.8,1.2,4.4,-9.874351737
48.9,1.8,1.2,4.4,-9.47266848
49,1.8,1.2,4.4,-9.111188904
20,1.8,1.2,3.2,-12.12258075
20.1,1.8,1.2,3.2,-9.541950035
20.2,1.8,1.2,3.2,-7.685665231
20.3,1.8,1.2,3.2,-6.291311102
20.4,1.8,1.2,3.2,-5.217618554
20.5,1.8,1.2,3.2,-4.377606879
20.6,1.8,1.2,3.2,-3.712931306
20.7,1.8,1.2,3.2,-3.182292003
20.8,1.8,1.2,3.2,-2.755461207
20.9,1.8,1.2,3.2,-2.409844139
21,1.8,1.2,3.2,-2.128314163
21.1,1.8,1.2,3.2,-1.897758131
21.2,1.8,1.2,3.2,-1.708055193
21.3,1.8,1.2,3.2,-1.551339665
21.4,1.8,1.2,3.2,-1.421459567
21.5,1.8,1.2,3.2,-1.313574301
21.6,1.8,1.2,3.2,-1.223853287
21.7,1.8,1.2,3.2,-1.149248742
21.8,1.8,1.2,3.2,-1.087323391
21.9,1.8,1.2,3.2,-1.036119128
22,1.8,1.2,3.2,-0.994056376
22.1,1.8,1.2,3.2,-0.959856587
22.2,1.8,1.2,3.2,-0.932482261
22.3,1.8,1.2,3.2,-0.911090328
22.4,1.8,1.2,3.2,-0.89499575
22.5,1.8,1.2,3.2,-0.883643022
22.6,1.8,1.2,3.2,-0.876583795
22.7,1.8,1.2,3.2,-0.873459284
22.8,1.8,1.2,3.2,-0.873986465
22.9,1.8,1.2,3.2,-0.877947284
23,1.8,1.2,3.2,-0.885180292
23.1,1.8,1.2,3.2,-0.895574277
23.2,1.8,1.2,3.2,-0.909063557
23.3,1.8,1.2,3.2,-0.925624686
23.4,1.8,1.2,3.2,-0.945274409
23.5,1.8,1.2,3.2,-0.968068744
23.6,1.8,1.2,3.2,-0.994103128
23.7,1.8,1.2,3.2,-1.0235136
23.8,1.8,1.2,3.2,-1.056479045
23.9,1.8,1.2,3.2,-1.093224564
24,1.8,1.2,3.2,-1.134026059
24.1,1.8,1.2,3.2,-1.179216201
24.2,1.8,1.2,3.2,-1.229191975
24.3,1.8,1.2,3.2,-1.284424067
24.4,1.8,1.2,3.2,-1.345468432
24.5,1.8,1.2,3.2,-1.412980467
24.6,1.8,1.2,3.2,-1.487732319
24.7,1.8,1.2,3.2,-1.570633977
24.8,1.8,1.2,3.2,-1.662758945
24.9,1.8,1.2,3.2,-1.7653755
25,1.8,1.2,3.2,-1.879984707
25.1,1.8,1.2,3.2,-2.00836665
25.2,1.8,1.2,3.2,-2.152636611
25.3,1.8,1.2,3.2,-2.315313254
25.4,1.8,1.2,3.2,-2.499401244
25.5,1.8,1.2,3.2,-2.708491104
25.6,1.8,1.2,3.2,-2.946879564
25.7,1.8,1.2,3.2,-3.219714116
25.8,1.8,1.2,3.2,-3.53316605
25.9,1.8,1.2,3.2,-3.894637059
26,1.8,1.2,3.2,-4.313005718
26.1,1.8,1.2,3.2,-4.798922192
26.2,1.8,1.2,3.2,-5.365162567
26.3,1.8,1.2,3.2,-6.027057231
26.4,1.8,1.2,3.2,-6.803004794
26.5,1.8,1.2,3.2,-7.715051103
26.6,1.8,1.2,3.2,-8.789371808
26.7,1.8,1.2,3.2,-10.05597622
26.8,1.8,1.2,3.2,-11.54512934
26.9,1.8,1.2,3.2,-13.27178418
27,1.8,1.2,3.2,-15.18011112
27.1,1.8,1.2,3.2,-16.98657975
27.2,1.8,1.2,3.2,-17.99483875
27.3,1.8,1.2,3.2,-17.6206691
27.4,1.8,1.2,3.2,-16.303145
27.5,1.8,1.2,3.2,-14.7844879
27.6,1.8,1.2,3.2,-13.40575486
27.7,1.8,1.2,3.2,-12.2430992
27.8,1.8,1.2,3.2,-11.28607535
27.9,1.8,1.2,3.2,-10.50516561
28,1.8,1.2,3.2,-9.871077958
28.1,1.8,1.2,3.2,-9.359160609
28.2,1.8,1.2,3.2,-8.94968288
28.3,1.8,1.2,3.2,-8.627128257
28.4,1.8,1.2,3.2,-8.379383296
28.5,1.8,1.2,3.2,-8.197043667
28.6,1.8,1.2,3.2,-8.072868622
28.7,1.8,1.2,3.2,-8.001365715
28.8,1.8,1.2,3.2,-7.978479563
28.9,1.8,1.2,3.2,-8.001361593
29,1.8,1.2,3.2,-8.06820297
29.1,1.8,1.2,3.2,-8.178117763
29.2,1.8,1.2,3.2,-8.331067448
29.3,1.8,1.2,3.2,-8.527821179
29.4,1.8,1.2,3.2,-8.769949143
29.5,1.8,1.2,3.2,-9.059849163
29.6,1.8,1.2,3.2,-9.400809823
29.7,1.8,1.2,3.2,-9.797117328
29.8,1.8,1.2,3.2,-10.25421868
29.9,1.8,1.2,3.2,-10.77896178
30,1.8,1.2,3.2,-11.37994527
30.1,1.8,1.2,3.2,-12.06803059
30.2,1.8,1.2,3.2,-12.85710014
30.3,1.8,1.2,3.2,-13.76519725
30.4,1.8,1.2,3.2,-14.81626488
30.5,1.8,1.2,3.2,-16.04281285
30.6,1.8,1.2,3.2,-17.48990743
30.7,1.8,1.2,3.2,-19.22032386
30.8,1.8,1.2,3.2,-21.31611347
30.9,1.8,1.2,3.2,-23.84263019
31,1.8,1.2,3.2,-26.57897665
31.1,1.8,1.2,3.2,-28.06648587
31.2,1.8,1.2,3.2,-26.69343273
31.3,1.8,1.2,3.2,-24.16537779
31.4,1.8,1.2,3.2,-21.87061766
31.5,1.8,1.2,3.2,-20.00332512
31.6,1.8,1.2,3.2,-18.49432929
31.7,1.8,1.2,3.2,-17.26155155
31.8,1.8,1.2,3.2,-16.24252681
31.9,1.8,1.2,3.2,-15.39239384
32,1.8,1.2,3.2,-14.6787506
32.1,1.8,1.2,3.2,-14.07771045
32.2,1.8,1.2,3.2,-13.57126063
32.3,1.8,1.2,3.2,-13.14552847
32.4,1.8,1.2,3.2,-12.7896317
32.5,1.8,1.2,3.2,-12.49490054
32.6,1.8,1.2,3.2,-12.25433925
32.7,1.8,1.2,3.2,-12.06224453
32.8,1.8,1.2,3.2,-11.91392866
32.9,1.8,1.2,3.2,-11.80551413
33,1.8,1.2,3.2,-11.73377753
33.1,1.8,1.2,3.2,-11.69602809
33.2,1.8,1.2,3.2,-11.69001062
33.3,1.8,1.2,3.2,-11.7138253
33.4,1.8,1.2,3.2,-11.76585915
33.5,1.8,1.2,3.2,-11.84472447
33.6,1.8,1.2,3.2,-11.94920074
33.7,1.8,1.2,3.2,-12.07817646
33.8,1.8,1.2,3.2,-12.23058748
33.9,1.8,1.2,3.2,-12.40534832
34,1.8,1.2,3.2,-12.60127239
34.1,1.8,1.2,3.2,-12.81697694
34.2,1.8,1.2,3.2,-13.05076827
34.3,1.8,1.2,3.2,-13.30050307
34.4,1.8,1.2,3.2,-13.56342328
34.5,1.8,1.2,3.2,-13.83596544
34.6,1.8,1.2,3.2,-14.16858998
34.7,1.8,1.2,3.2,-14.50365226
34.8,1.8,1.2,3.2,-14.83089833
34.9,1.8,1.2,3.2,-15.13611443
35,1.8,1.2,3.2,-15.4008241
35.1,1.8,1.2,3.2,-15.6028944
35.2,1.8,1.2,3.2,-15.71862294
35.3,1.8,1.2,3.2,-15.72652147
35.4,1.8,1.2,3.2,-15.61208864
35.5,1.8,1.2,3.2,-15.37179578
35.6,1.8,1.2,3.2,-15.01432057
35.7,1.8,1.2,3.2,-14.55834685
35.8,1.8,1.2,3.2,-14.02811236
35.9,1.8,1.2,3.2,-13.44876373
36,1.8,1.2,3.2,-12.84302578
36.1,1.8,1.2,3.2,-12.22957635
36.2,1.8,1.2,3.2,-11.62274992
36.3,1.8,1.2,3.2,-11.03298553
36.4,1.8,1.2,3.2,-10.46755442
36.5,1.8,1.2,3.2,-9.931298602
36.6,1.8,1.2,3.2,-9.427263393
36.7,1.8,1.2,3.2,-8.957194566
36.8,1.8,1.2,3.2,-8.521911018
36.9,1.8,1.2,3.2,-8.121577223
37,1.8,1.2,3.2,-7.755900467
37.1,1.8,1.2,3.2,-7.424273951
37.2,1.8,1.2,3.2,-7.125881873
37.3,1.8,1.2,3.2,-6.859778178
37.4,1.8,1.2,3.2,-6.62494712
37.5,1.8,1.2,3.2,-6.42035121
37.6,1.8,1.2,3.2,-6.244970289
37.7,1.8,1.2,3.2,-6.097834262
37.8,1.8,1.2,3.2,-5.978051224
37.9,1.8,1.2,3.2,-5.884832233
38,1.8,1.2,3.2,-5.817513689
38.1,1.8,1.2,3.2,-5.775578157
38.2,1.8,1.2,3.2,-5.758674367
38.3,1.8,1.2,3.2,-5.766637138
38.4,1.8,1.2,3.2,-5.799507972
38.5,1.8,1.2,3.2,-5.857557066
38.6,1.8,1.2,3.2,-5.941307564
38.7,1.8,1.2,3.2,-6.051562823
38.8,1.8,1.2,3.2,-6.189437523
38.9,1.8,1.2,3.2,-6.356393356
39,1.8,1.2,3.2,-6.554279904
39.1,1.8,1.2,3.2,-6.785380962
39.2,1.8,1.2,3.2,-7.052465881
39.3,1.8,1.2,3.2,-7.358844116
39.4,1.8,1.2,3.2,-7.70841849
39.5,1.8,1.2,3.2,-8.105727465
39.6,1.8,1.2,3.2,-8.555956594
39.7,1.8,1.2,3.2,-9.064879575
39.8,1.8,1.2,3.2,-9.638650375
39.9,1.8,1.2,3.2,-10.28329113
40,1.8,1.2,3.2,-11.00357037
40.1,1.8,1.2,3.2,-11.80068272
40.2,1.8,1.2,3.2,-12.66765896
40.3,1.8,1.2,3.2,-13.58084796
40.4,1.8,1.2,3.2,-14.4860801
40.5,1.8,1.2,3.2,-15.28284818
40.6,1.8,1.2,3.2,-15.82501001
40.7,1.8,1.2,3.2,-15.97141251
40.8,1.8,1.2,3.2,-15.67828858
40.9,1.8,1.2,3.2,-15.03562552
41,1.8,1.2,3.2,-14.19752463
41.1,1.8,1.2,3.2,-13.29744761
41.2,1.8,1.2,3.2,-12.41870422
41.3,1.8,1.2,3.2,-11.60316152
41.4,1.8,1.2,3.2,-10.86740923
41.5,1.8,1.2,3.2,-10.21467016
41.6,1.8,1.2,3.2,-9.641721486
41.7,1.8,1.2,3.2,-9.142548885
41.8,1.8,1.2,3.2,-8.710188991
41.9,1.8,1.2,3.2,-8.337627816
42,1.8,1.2,3.2,-8.018218192
42.1,1.8,1.2,3.2,-7.745853867
42.2,1.8,1.2,3.2,-7.515020981
42.3,1.8,1.2,3.2,-7.320788602
42.4,1.8,1.2,3.2,-7.158770094
42.5,1.8,1.2,3.2,-7.025071915
42.6,1.8,1.2,3.2,-6.916238616
42.7,1.8,1.2,3.2,-6.82919862
42.8,1.8,1.2,3.2,-6.761213191
42.9,1.8,1.2,3.2,-6.709829776
43,1.8,1.2,3.2,-6.67284023
43.1,1.8,1.2,3.2,-6.648244117
43.2,1.8,1.2,3.2,-6.634217062
43.3,1.8,1.2,3.2,-6.629084071
43.4,1.8,1.2,3.2,-6.6312977
43.5,1.8,1.2,3.2,-6.639420916
43.6,1.8,1.2,3.2,-6.652114532
43.7,1.8,1.2,3.2,-6.668129008
43.8,1.8,1.2,3.2,-6.686300392
43.9,1.8,1.2,3.2,-6.705550072
44,1.8,1.2,3.2,-6.724887895
44.1,1.8,1.2,3.2,-6.743418033
44.2,1.8,1.2,3.2,-6.760346875
44.3,1.8,1.2,3.2,-6.774992014
44.4,1.8,1.2,3.2,-6.786791334
44.5,1.8,1.2,3.2,-6.795311125
44.6,1.8,1.2,3.2,-6.800252211
44.7,1.8,1.2,3.2,-6.801453168
44.8,1.8,1.2,3.2,-6.798889976
44.9,1.8,1.2,3.2,-6.792671705
45,1.8,1.2,3.2,-6.783032197
45.1,1.8,1.2,3.2,-6.770318061
45.2,1.8,1.2,3.2,-6.754973577
45.3,1.8,1.2,3.2,-6.737523384
45.4,1.8,1.2,3.2,-6.718553937
45.5,1.8,1.2,3.2,-6.698694768
45.6,1.8,1.2,3.2,-6.678600522
45.7,1.8,1.2,3.2,-6.658934595
45.8,1.8,1.2,3.2,-6.640355011
45.9,1.8,1.2,3.2,-6.623502955
46,1.8,1.2,3.2,-6.608994174
46.1,1.8,1.2,3.2,-6.59741325
46.2,1.8,1.2,3.2,-6.589310632
46.3,1.8,1.2,3.2,-6.585202164
46.4,1.8,1.2,3.2,-6.585570811
46.5,1.8,1.2,3.2,-6.590870245
46.6,1.8,1.2,3.2,-6.601529946
46.7,1.8,1.2,3.2,-6.617961521
46.8,1.8,1.2,3.2,-6.640565953
46.9,1.8,1.2,3.2,-6.66974157
47,1.8,1.2,3.2,-6.705892541
47.1,1.8,1.2,3.2,-6.749437783
47.2,1.8,1.2,3.2,-6.800820159
47.3,1.8,1.2,3.2,-6.860515922
47.4,1.8,1.2,3.2,-6.929044324
47.5,1.8,1.2,3.2,-7.006977336
47.6,1.8,1.2,3.2,-7.094949381
47.7,1.8,1.2,3.2,-7.193666923
47.8,1.8,1.2,3.2,-7.303917666
47.9,1.8,1.2,3.2,-7.426578937
48,1.8,1.2,3.2,-7.562624639
48.1,1.8,1.2,3.2,-7.713129764
48.2,1.8,1.2,3.2,-7.879271037
48.3,1.8,1.2,3.2,-8.062321508
48.4,1.8,1.2,3.2,-8.263635979
48.5,1.8,1.2,3.2,-8.484622749
48.6,1.8,1.2,3.2,-8.726695288
48.7,1.8,1.2,3.2,-8.991194866
48.8,1.8,1.2,3.2,-9.279271828
48.9,1.8,1.2,3.2,-9.591709017
49,1.8,1.2,3.2,-9.928666296
20,1.8,1.2,3.55,-2.04587288
20.1,1.8,1.2,3.55,-1.824156788
20.2,1.8,1.2,3.55,-1.638568386
20.3,1.8,1.2,3.55,-1.483587409
20.4,1.8,1.2,3.55,-1.354414561
20.5,1.8,1.2,3.55,-1.246934798
20.6,1.8,1.2,3.55,-1.157659792
20.7,1.8,1.2,3.55,-1.083660094
20.8,1.8,1.2,3.55,-1.02249464
20.9,1.8,1.2,3.55,-0.972142687
21,1.8,1.2,3.55,-0.930941121
21.1,1.8,1.2,3.55,-0.897528589
21.2,1.8,1.2,3.55,-0.870796897
21.3,1.8,1.2,3.55,-0.849849456
21.4,1.8,1.2,3.55,-0.83396625
21.5,1.8,1.2,3.55,-0.822574613
21.6,1.8,1.2,3.55,-0.81522509
21.7,1.8,1.2,3.55,-0.811571655
21.8,1.8,1.2,3.55,-0.811355649
21.9,1.8,1.2,3.55,-0.814392888
22,1.8,1.2,3.55,-0.820563448
22.1,1.8,1.2,3.55,-0.829803747
22.2,1.8,1.2,3.55,-0.842100614
22.3,1.8,1.2,3.55,-0.85748709
22.4,1.8,1.2,3.55,-0.876039801
22.5,1.8,1.2,3.55,-0.897877759
22.6,1.8,1.2,3.55,-0.923162553
22.7,1.8,1.2,3.55,-0.952099899
22.8,1.8,1.2,3.55,-0.984942599
22.9,1.8,1.2,3.55,-1.021995011
23,1.8,1.2,3.55,-1.063619178
23.1,1.8,1.2,3.55,-1.110242847
23.2,1.8,1.2,3.55,-1.162369691
23.3,1.8,1.2,3.55,-1.220592115
23.4,1.8,1.2,3.55,-1.285607173
23.5,1.8,1.2,3.55,-1.358236218
23.6,1.8,1.2,3.55,-1.439449105
23.7,1.8,1.2,3.55,-1.530393921
23.8,1.8,1.2,3.55,-1.632433457
23.9,1.8,1.2,3.55,-1.747189912
24,1.8,1.2,3.55,-1.876599553
24.1,1.8,1.2,3.55,-2.022979415
24.2,1.8,1.2,3.55,-2.189108364
24.3,1.8,1.2,3.55,-2.378325075
24.4,1.8,1.2,3.55,-2.594645481
24.5,1.8,1.2,3.55,-2.842901968
24.6,1.8,1.2,3.55,-3.1289056
24.7,1.8,1.2,3.55,-3.459630693
24.8,1.8,1.2,3.55,-3.843417125
24.9,1.8,1.2,3.55,-4.290178625
25,1.8,1.2,3.55,-4.811591579
25.1,1.8,1.2,3.55,-5.421211499
25.2,1.8,1.2,3.55,-6.134404808
25.3,1.8,1.2,3.55,-6.96784512
25.4,1.8,1.2,3.55,-7.937986004
25.5,1.8,1.2,3.55,-9.057092501
25.6,1.8,1.2,3.55,-10.32346258
25.7,1.8,1.2,3.55,-11.69866918
25.8,1.8,1.2,3.55,-13.06217907
25.9,1.8,1.2,3.55,-14.15811824
